,Start,End,Duration,# Trades,# Different Stocks,Win Rate [%],Avg. Trade [%],Median Trade [%],Avg. Win [%],Median Win [%],Avg. Loss [%],Median Loss [%],Total Return [%],Stock
370,2010-01-04,2020-12-23,4006 days,174,1,38.50574712643678,1.6755172413793102,-3.395,18.839999999999996,12.5,-9.157924528301887,-6.82,291.53999999999996,FCEL
592,2010-01-12,2020-12-07,3982 days,184,1,41.84782608695652,1.5191304347826087,-1.9549999999999998,10.179610389610389,8.79,-4.80295238095238,-4.37,279.52,LLNW
583,2010-01-19,2020-12-14,3982 days,173,1,38.15028901734104,1.6095953757225443,-2.42,13.410454545454542,10.379999999999999,-5.7774285714285725,-4.72,278.46000000000004,LEE
903,2010-01-04,2020-12-21,4004 days,181,1,40.88397790055249,1.4886187845303867,-2.74,12.731486486486489,11.195,-6.286822429906544,-5.05,269.44,SGMO
240,2010-02-04,2020-11-24,3946 days,173,1,36.99421965317919,1.5443930635838155,-2.87,14.819531249999995,11.370000000000001,-6.250183486238531,-5.68,267.17999999999995,CRK
314,2010-03-11,2020-12-28,3945 days,176,1,38.63636363636363,1.5139772727272733,-2.6849999999999996,13.443970588235292,9.77,-6.053551401869159,-4.61,266.46000000000004,DVAX
697,2010-01-21,2020-12-15,3981 days,181,1,39.77900552486188,1.467458563535911,-1.62,9.046249999999997,6.085,-3.538715596330274,-3.06,265.60999999999996,MYGN
513,2010-01-04,2020-12-08,3991 days,177,1,44.06779661016949,1.489830508474576,-2.89,12.573846153846155,11.690000000000001,-7.243030303030301,-5.85,263.69999999999993,INFI
698,2010-01-12,2020-12-09,3984 days,186,1,45.69892473118279,1.3820430107526884,-1.025,6.845411764705882,5.12,-3.2158415841584156,-2.89,257.06,MYRG
326,2010-01-25,2020-12-15,3977 days,176,1,41.47727272727273,1.457840909090909,-1.84,9.345753424657538,6.8,-4.173137254901962,-3.285,256.58,EGHT
1061,2010-01-25,2020-12-29,3991 days,174,1,40.804597701149426,1.470574712643678,-1.84,10.173661971830986,7.82,-4.52864077669903,-3.96,255.88000000000005,VOXX
597,2010-01-13,2020-12-21,3995 days,173,1,45.08670520231214,1.468439306358381,-1.06,6.966410256410256,5.925,-3.078085106382979,-3.08,254.04000000000002,LNDC
974,2010-01-04,2020-12-21,4004 days,177,1,41.80790960451977,1.3454802259887007,-1.69,7.677567567567569,5.95,-3.203786407766991,-2.89,238.15000000000006,TG
173,2010-01-21,2020-11-23,3959 days,183,1,41.53005464480874,1.192513661202186,-2.27,11.76486842105263,10.815,-6.316822429906546,-5.35,218.22999999999993,CENX
267,2010-01-20,2020-12-21,3988 days,182,1,46.15384615384615,1.1978571428571432,-1.005,6.256428571428568,5.57,-3.1380612244897956,-2.63,218.01000000000002,CVLT
246,2010-01-12,2020-12-11,3986 days,196,1,40.816326530612244,1.0863775510204081,-2.01,8.811375000000002,6.73,-4.241206896551723,-3.89,212.93,CRUS
346,2010-01-22,2020-11-13,3948 days,163,1,44.785276073619634,1.3060736196319023,-0.94,7.563150684931504,6.3,-3.769111111111112,-3.11,212.89,EQT
941,2010-01-29,2020-12-31,3989 days,174,1,39.6551724137931,1.2124712643678168,-1.6749999999999998,9.894782608695653,6.47,-4.493047619047619,-3.67,210.97000000000003,STMP
539,2010-01-28,2020-12-30,3989 days,170,1,40.588235294117645,1.2043529411764713,-1.6949999999999998,7.732318840579708,5.84,-3.255346534653464,-2.8,204.74,JBLU
293,2010-01-14,2020-12-17,3990 days,173,1,43.35260115606936,1.1752601156069364,-1.72,9.401066666666663,7.74,-5.12,-4.305,203.32000000000002,DHX
875,2010-01-15,2020-12-31,4003 days,176,1,43.75,1.1282954545454547,-1.01,7.2344155844155855,4.85,-3.6209090909090906,-2.53,198.58000000000004,RUTH
1041,2010-01-21,2020-12-22,3988 days,176,1,44.88636363636363,1.1224431818181815,-0.915,5.79506329113924,4.35,-2.6830927835051543,-2.14,197.55,USM
746,2010-01-04,2020-12-22,4005 days,168,1,38.69047619047619,1.162023809523809,-2.35,11.480923076923073,7.83,-5.4023529411764715,-3.85,195.22,OCN
871,2010-01-22,2020-12-29,3994 days,168,1,45.23809523809524,1.1393452380952385,-1.55,8.423552631578948,6.82,-4.87804347826087,-3.96,191.41,RRC
884,2010-01-07,2020-12-04,3984 days,169,1,46.15384615384615,1.1165088757396446,-0.9,6.544487179487179,5.245,-3.536043956043957,-2.9,188.68999999999994,SBCF
395,2010-01-25,2020-12-18,3980 days,189,1,46.56084656084656,0.9904232804232808,-0.97,7.792954545454543,6.550000000000001,-4.9859,-4.345000000000001,187.19000000000003,FLWS
926,2010-01-12,2020-12-28,4003 days,180,1,37.77777777777778,1.0277222222222224,-2.285,11.271029411764703,8.48,-5.238198198198198,-4.41,184.99,SPPI
1069,2010-01-21,2020-12-04,3970 days,186,1,41.935483870967744,0.994139784946237,-1.225,7.088333333333333,5.255,-3.4072222222222215,-2.4400000000000004,184.91,VVI
510,2010-01-06,2020-12-30,4011 days,182,1,40.10989010989011,1.0081318681318674,-1.685,9.114657534246575,8.47,-4.4210091743119255,-3.67,183.48,IMMR
616,2010-01-19,2020-11-30,3968 days,178,1,46.62921348314607,1.029269662921349,-0.825,6.522168674698795,5.3,-3.809893617021275,-3.035,183.20999999999998,LZB
863,2010-01-14,2020-12-29,4002 days,167,1,41.91616766467065,1.0970658682634733,-1.7,9.365428571428572,6.48,-4.86979381443299,-3.68,183.20999999999998,RNWK
701,2010-01-28,2020-11-18,3947 days,184,1,39.130434782608695,0.9932608695652168,-1.855,8.961388888888887,7.73,-4.166306306306306,-3.49,182.76000000000002,NBIX
686,2010-01-29,2020-12-24,3982 days,162,1,41.9753086419753,1.123765432098765,-1.6749999999999998,8.521176470588236,6.875,-4.2275531914893625,-3.365,182.05,MTRX
1066,2010-01-15,2020-12-17,3989 days,169,1,47.928994082840234,1.0719526627218934,-0.86,6.471234567901233,5.84,-3.942643678160923,-3.66,181.16,VRTX
648,2010-01-12,2020-11-24,3969 days,173,1,41.61849710982659,1.0445664739884395,-1.68,8.16652777777778,6.109999999999999,-4.0728,-3.1950000000000003,180.71000000000004,MGM
66,2010-01-06,2020-12-11,3992 days,179,1,39.10614525139665,1.0026815642458098,-1.89,9.305428571428573,8.155000000000001,-4.369444444444444,-3.51,179.48000000000002,ANF
627,2010-01-05,2020-12-21,4003 days,180,1,42.77777777777778,0.9895555555555553,-1.56,8.79701298701299,8.14,-4.847087378640776,-4.0,178.12000000000003,MBI
116,2010-01-04,2020-12-17,4000 days,179,1,37.43016759776536,0.9892178770949723,-1.85,9.797611940298507,8.05,-4.280089285714287,-3.79,177.07,BELFB
83,2010-01-21,2020-12-30,3996 days,178,1,44.38202247191011,0.9915730337078653,-0.605,6.297341772151901,4.83,-3.2423232323232343,-2.66,176.50000000000003,ATNI
500,2010-03-02,2020-12-10,3936 days,155,1,36.774193548387096,1.1343870967741936,-2.03,13.129999999999999,6.69,-5.842653061224492,-3.715,175.82999999999998,ICON
845,2010-01-07,2020-11-24,3974 days,178,1,38.764044943820224,0.9849999999999995,-1.835,9.537681159420291,6.89,-4.42908256880734,-3.54,175.33000000000007,RDN
576,2010-01-21,2020-11-23,3959 days,161,1,40.993788819875775,1.0878881987577644,-1.36,7.6815151515151525,6.885,-3.4929473684210532,-3.07,175.15,KVHI
526,2010-01-06,2020-12-31,4012 days,175,1,44.0,0.9986285714285714,-1.68,9.895844155844154,7.16,-5.992040816326529,-4.37,174.76,IPI
965,2010-01-22,2020-12-23,3988 days,169,1,45.562130177514796,1.033846153846154,-0.7,5.809220779220779,4.7,-2.962934782608694,-2.575,174.72000000000003,TDC
237,2010-01-06,2020-12-22,4003 days,189,1,42.32804232804233,0.9205291005291002,-1.31,7.495749999999999,6.385,-3.9053211009174316,-3.2,173.97999999999996,CREE
131,2010-01-20,2020-11-17,3954 days,169,1,45.562130177514796,1.022662721893491,-0.87,5.526493506493508,4.41,-2.7468478260869564,-2.56,172.83,BLKB
242,2010-01-22,2020-12-03,3968 days,159,1,43.39622641509434,1.082767295597485,-1.2,6.684057971014491,6.17,-3.211555555555555,-2.53,172.16000000000003,CRM
456,2010-02-24,2020-12-24,3956 days,177,1,38.983050847457626,0.9542937853107349,-1.59,8.975797101449274,8.1,-4.330961538461539,-3.7800000000000002,168.90999999999997,HBIO
217,2010-01-29,2020-12-15,3973 days,165,1,38.78787878787879,1.0201818181818185,-1.73,9.4490625,7.9,-4.320891089108912,-3.59,168.33000000000004,CNX
609,2010-01-05,2020-12-07,3989 days,165,1,34.54545454545455,1.0164242424242407,-3.25,17.2738596491228,11.74,-7.634579439252336,-5.75,167.70999999999998,LTBR
841,2010-01-20,2020-12-11,3978 days,175,1,41.714285714285715,0.9580571428571436,-1.62,7.207808219178082,6.08,-3.5148039215686264,-2.6900000000000004,167.66000000000003,RAVN
691,2010-01-22,2020-12-23,3988 days,178,1,37.07865168539326,0.9381460674157304,-2.165,9.285606060606058,8.34,-3.9808928571428583,-3.5999999999999996,166.98999999999998,MU
1094,2010-01-21,2020-12-21,3987 days,181,1,44.19889502762431,0.9203867403314927,-0.98,7.403500000000003,6.42,-4.214752475247523,-2.75,166.59,WRLD
607,2010-01-26,2020-11-27,3958 days,178,1,41.57303370786517,0.9356179775280902,-1.365,7.722297297297298,6.675000000000001,-3.893365384615384,-3.275,166.54,LRN
408,2010-01-28,2020-12-18,3977 days,177,1,42.93785310734463,0.9388700564971755,-1.69,10.1975,8.575,-6.149797979797979,-4.9,166.18,FTEK
930,2010-02-04,2020-11-10,3932 days,174,1,46.55172413793103,0.9550574712643667,-0.795,5.25493827160494,4.63,-2.790000000000001,-2.24,166.17999999999998,SRCE
163,2010-01-11,2020-12-18,3994 days,164,1,43.90243902439025,1.006585365853659,-1.04,6.214861111111111,5.635,-3.1031868131868117,-2.41,165.07999999999998,CCBG
17,2010-01-12,2020-12-18,3993 days,174,1,44.252873563218394,0.9422413793103449,-0.875,5.353246753246754,4.51,-2.5592783505154637,-2.13,163.95,ADBE
368,2010-01-21,2020-12-21,3987 days,179,1,44.6927374301676,0.9086033519553075,-0.81,6.619125000000001,6.095,-3.782371134020619,-2.86,162.64000000000001,FC
492,2010-01-11,2020-12-23,3999 days,176,1,41.47727272727273,0.9202272727272724,-1.545,7.973150684931507,6.7,-4.078446601941748,-3.35,161.96,HZO
671,2010-01-11,2020-12-14,3990 days,177,1,35.59322033898305,0.8974011299435026,-2.14,10.091587301587303,6.84,-4.183596491228069,-3.31,158.84000000000003,MOV
805,2010-01-07,2020-12-09,3989 days,183,1,40.98360655737705,0.8624590163934426,-1.58,7.308800000000002,6.69,-3.614166666666667,-3.145,157.83,PLAB
694,2010-01-07,2020-11-16,3966 days,176,1,42.04545454545455,0.896022727272727,-1.52,6.924729729729731,5.645,-3.4777450980392155,-2.8,157.70000000000002,MWA
493,2010-02-05,2020-12-23,3974 days,178,1,40.44943820224719,0.8858426966292133,-0.95,5.461111111111111,4.75,-2.221886792452829,-1.865,157.68,IART
914,2010-01-15,2020-12-15,3987 days,179,1,45.81005586592179,0.8807262569832406,-0.91,5.177926829268293,4.67,-2.751958762886599,-2.41,157.64999999999998,SLAB
781,2010-01-05,2020-12-29,4011 days,188,1,42.02127659574468,0.8322340425531917,-1.1949999999999998,7.034683544303799,4.54,-3.6970370370370365,-2.645,156.45999999999998,PBI
372,2010-02-04,2020-12-22,3974 days,174,1,43.67816091954023,0.898218390804598,-0.63,5.308157894736842,4.855,-2.5477319587628866,-1.96,156.29000000000002,FCFS
369,2010-02-08,2020-11-30,3948 days,157,1,43.31210191082803,0.9911464968152863,-1.15,5.85970588235294,5.029999999999999,-2.7286516853932588,-2.34,155.60999999999999,FCBC
189,2010-01-22,2020-12-22,3987 days,152,1,42.76315789473684,1.0192105263157898,-1.24,7.324153846153845,6.61,-3.7782352941176476,-3.14,154.92000000000002,CIA
518,2010-01-04,2020-11-16,3969 days,179,1,42.45810055865922,0.8604469273743014,-1.13,6.2865789473684215,4.415,-3.1433009708737876,-2.17,154.01999999999998,INT
196,2010-01-08,2020-11-24,3973 days,165,1,44.24242424242424,0.929212121212121,-0.87,5.96095890410959,5.09,-3.063369565217392,-2.5549999999999997,153.32,CLH
327,2010-02-05,2020-12-28,3979 days,179,1,45.2513966480447,0.8563687150837984,-0.8,5.110123456790122,4.42,-2.6594897959183665,-2.23,153.29,EGOV
488,2010-01-14,2020-12-15,3988 days,177,1,44.06779661016949,0.8646327683615819,-0.93,5.863846153846153,4.845000000000001,-3.0741414141414145,-2.48,153.03999999999996,HURN
402,2010-01-12,2020-12-04,3979 days,170,1,37.05882352941177,0.8950588235294115,-1.99,9.397301587301591,8.29,-4.149716981132075,-3.5199999999999996,152.16,FORM
345,2010-01-04,2020-11-17,3970 days,162,1,43.20987654320987,0.9379012345679011,-1.7850000000000001,7.272999999999998,6.845,-3.8822826086956526,-3.135,151.94000000000003,EPM
515,2010-01-12,2020-11-20,3965 days,178,1,39.325842696629216,0.8529775280898872,-2.535,12.477571428571432,9.36,-6.743925233644861,-5.36,151.83000000000004,INO
867,2010-01-22,2020-11-13,3948 days,165,1,44.24242424242424,0.9184848484848482,-0.97,5.617260273972604,4.37,-2.8098913043478264,-2.385,151.55,ROLL
843,2010-01-06,2020-11-24,3975 days,170,1,46.470588235294116,0.8902352941176471,-0.875,5.137088607594938,4.73,-2.7965934065934075,-2.58,151.34,RBCAA
937,2010-01-21,2020-11-10,3946 days,161,1,42.2360248447205,0.9365838509316766,-1.04,5.829852941176471,4.6,-2.6700000000000004,-2.0599999999999996,150.79,STBA
329,2010-01-21,2020-12-01,3967 days,186,1,40.86021505376344,0.8090322580645162,-1.8900000000000001,8.828815789473685,7.154999999999999,-4.731909090909091,-3.775,150.47999999999996,EHTH
733,2010-01-11,2020-12-24,4000 days,187,1,36.898395721925134,0.8037967914438507,-1.69,8.630434782608695,6.1,-3.7727966101694936,-3.06,150.31,NUS
939,2010-01-04,2020-12-23,4006 days,164,1,46.95121951219512,0.9164024390243906,-0.755,5.256103896103897,4.42,-2.9244827586206887,-2.44,150.29,STFC
1079,2010-01-19,2020-12-28,3996 days,161,1,42.857142857142854,0.9332919254658386,-0.7,4.883478260869565,3.73,-2.0293478260869553,-1.55,150.26,WDFC
118,2010-01-06,2020-11-11,3962 days,170,1,42.94117647058823,0.8766470588235298,-0.82,5.107397260273973,4.29,-2.3073195876288666,-1.82,149.03,BFIN
76,2010-01-05,2020-12-28,4010 days,170,1,45.294117647058826,0.8761764705882352,-0.605,4.303116883116884,3.52,-1.9611827956989243,-1.66,148.95,AROW
971,2010-01-11,2020-12-15,3991 days,163,1,42.944785276073624,0.9101226993865028,-1.77,8.180714285714286,7.234999999999999,-4.562365591397849,-3.78,148.35,TEX
180,2010-02-09,2020-12-31,3978 days,157,1,40.12738853503185,0.9244585987261146,-2.37,10.222698412698414,8.87,-5.4227173913043485,-4.32,145.14,CGA
67,2010-01-21,2020-12-17,3983 days,178,1,45.50561797752809,0.8152808988764041,-0.63,4.526049382716049,3.99,-2.28340206185567,-1.97,145.12,ANSS
219,2010-01-22,2020-12-10,3975 days,170,1,38.82352941176471,0.8531176470588238,-1.58,7.072121212121214,6.24,-3.093557692307693,-2.6,145.03,COG
162,2010-01-06,2020-11-10,3961 days,171,1,43.859649122807014,0.8457309941520468,-0.93,4.679866666666669,4.0,-2.1496874999999998,-1.88,144.62,CBU
248,2010-01-06,2020-12-10,3991 days,167,1,39.52095808383233,0.8631736526946108,-1.38,6.957272727272726,5.96,-3.2145918367346944,-2.9450000000000003,144.15,CRY
991,2010-01-07,2020-10-27,3946 days,181,1,35.91160220994475,0.7909944751381215,-2.23,10.450923076923077,7.13,-4.621896551724138,-3.7199999999999998,143.16999999999996,TPC
155,2010-01-07,2020-12-18,3998 days,191,1,39.26701570680628,0.7495287958115182,-1.62,8.503866666666667,7.44,-4.3011304347826105,-3.6,143.15999999999997,CAMP
15,2010-01-22,2020-11-02,3937 days,169,1,34.9112426035503,0.8466863905325446,-1.93,11.604915254237289,7.6,-4.923636363636363,-3.285,143.08999999999997,ACOR
54,2010-01-22,2020-12-15,3980 days,187,1,39.037433155080215,0.7632620320855616,-2.15,10.071917808219176,8.54,-5.243539823008849,-4.71,142.73000000000002,AMD
187,2010-01-07,2020-12-10,3990 days,166,1,42.77108433734939,0.8543975903614457,-1.28,8.090140845070424,6.0,-4.651290322580645,-3.82,141.82999999999998,CHS
931,2010-01-19,2020-11-06,3944 days,185,1,44.86486486486487,0.7657837837837842,-0.68,4.359156626506024,3.18,-2.158235294117647,-1.545,141.67000000000002,SRCL
166,2010-01-29,2020-12-09,3967 days,180,1,42.77777777777778,0.7862222222222223,-1.2149999999999999,8.430000000000001,6.29,-5.025643564356435,-3.69,141.51999999999998,CCO
594,2010-01-11,2020-12-21,3997 days,162,1,38.2716049382716,0.8685802469135812,-1.37,7.505806451612903,6.3100000000000005,-3.2792929292929296,-2.8,140.70999999999998,LMNX
244,2010-01-05,2020-12-08,3990 days,171,1,42.69005847953216,0.813625730994152,-1.48,7.465068493150684,6.54,-4.1837113402061865,-3.44,139.13,CROX
75,2010-01-21,2020-12-22,3988 days,175,1,40.57142857142857,0.7904571428571426,-2.13,10.893521126760564,9.43,-6.106826923076922,-4.835,138.33,ARNA
750,2010-01-15,2020-11-16,3958 days,171,1,40.35087719298245,0.8006432748538013,-1.29,7.410289855072465,6.56,-3.6705882352941184,-2.97,136.91,OFG
847,2010-01-27,2020-12-03,3963 days,176,1,39.77272727272727,0.7759659090909089,-1.51,7.2035714285714265,6.51,-3.468679245283019,-3.09,136.57,REGN
1035,2010-01-15,2020-11-20,3962 days,175,1,43.42857142857143,0.7785142857142853,-0.72,4.561710526315791,3.8,-2.1257575757575764,-1.72,136.24,UNH
411,2010-01-14,2020-11-10,3953 days,164,1,43.292682926829265,0.8259756097560977,-1.04,5.359718309859155,4.42,-2.6639130434782614,-2.2350000000000003,135.45999999999998,FULT
136,2010-01-08,2020-11-16,3965 days,162,1,40.123456790123456,0.829876543209877,-1.27,6.105999999999998,4.87,-2.705670103092784,-2.3,134.44,BPFH
309,2010-01-21,2020-12-17,3983 days,185,1,40.0,0.7114054054054055,-3.1,12.00635135135135,10.21,-6.880545454545454,-5.539999999999999,131.60999999999996,DRRX
1010,2010-01-21,2020-12-10,3976 days,179,1,39.10614525139665,0.7341899441340785,-1.42,6.433142857142857,5.91,-2.925688073394496,-2.7,131.42000000000002,TTWO
257,2010-01-14,2020-12-30,4003 days,158,1,41.139240506329116,0.8317088607594938,-0.77,5.522769230769231,4.31,-2.446989247311828,-1.95,131.41,CTO
283,2010-01-27,2020-12-04,3964 days,176,1,42.61363636363637,0.7455113636363635,-0.735,4.942666666666668,4.07,-2.3948999999999994,-1.775,131.21,DCOM
213,2010-01-04,2020-11-17,3970 days,177,1,38.983050847457626,0.7399435028248591,-1.09,6.338985507246377,4.61,-2.8372222222222234,-2.215,130.97,CNK
1083,2010-01-05,2020-11-10,3962 days,150,1,44.0,0.8727333333333335,-0.87,5.257878787878791,4.505,-2.6037349397590357,-2.25,130.91,WERN
157,2010-02-04,2020-12-18,3970 days,165,1,46.666666666666664,0.7932121212121214,-0.69,4.269220779220778,3.72,-2.2482954545454543,-1.875,130.88,CASY
1060,2010-03-01,2020-11-25,3922 days,171,1,32.16374269005848,0.7629239766081876,-2.46,11.96763636363636,9.27,-4.549655172413793,-3.475,130.45999999999998,VNDA
624,2010-02-04,2020-12-04,3956 days,171,1,40.93567251461988,0.7621637426900586,-1.19,5.5537142857142845,5.375,-2.5843000000000003,-2.255,130.32999999999998,MASI
764,2010-01-12,2020-12-17,3992 days,170,1,41.76470588235294,0.7637058823529419,-1.05,6.51056338028169,5.98,-3.427010309278349,-2.76,129.82999999999998,OPY
878,2010-01-21,2020-11-30,3966 days,172,1,41.86046511627907,0.7543023255813952,-1.775,7.018750000000001,6.525,-3.756099999999999,-3.14,129.73999999999998,SAH
673,2010-01-22,2020-12-11,3976 days,185,1,43.24324324324324,0.6988648648648658,-1.22,7.476874999999998,6.265000000000001,-4.50826923076923,-3.5700000000000003,129.29,MPX
542,2010-01-22,2020-11-30,3965 days,163,1,47.239263803680984,0.7926993865030677,-0.38,4.074805194805195,3.34,-2.171176470588235,-1.63,129.20999999999998,JJSF
777,2010-01-08,2020-12-14,3993 days,173,1,43.93063583815029,0.7447398843930633,-0.99,5.832499999999999,4.84,-3.2415463917525766,-2.63,128.83999999999997,PACW
541,2010-01-27,2020-11-23,3953 days,184,1,42.934782608695656,0.7000543478260867,-0.81,4.90253164556962,4.04,-2.461809523809523,-2.07,128.81,JCOM
990,2010-01-06,2020-12-22,4003 days,161,1,42.2360248447205,0.7986956521739135,-1.13,5.324852941176469,4.085,-2.5107526881720426,-2.25,128.59,TOWN
857,2010-01-21,2020-12-18,3984 days,161,1,37.88819875776397,0.7975776397515528,-1.82,10.266065573770494,9.23,-5.132164948453609,-4.6,128.40999999999997,RIGL
784,2010-02-18,2020-12-22,3960 days,176,1,40.909090909090914,0.7281249999999999,-1.3050000000000002,6.769861111111111,6.29,-3.488155339805825,-2.7,128.14999999999998,PCTI
490,2010-01-15,2020-11-23,3965 days,164,1,43.292682926829265,0.7775000000000004,-1.26,6.445492957746479,5.41,-3.549677419354839,-3.06,127.51000000000002,HWCC
579,2010-01-13,2020-12-30,4004 days,179,1,42.45810055865922,0.7114525139664805,-0.65,4.170263157894738,3.0949999999999998,-1.8406796116504858,-1.53,127.35000000000001,LANC
81,2010-01-13,2020-12-17,3991 days,169,1,40.828402366863905,0.7505917159763313,-1.18,6.427391304347826,5.5,-3.1664000000000003,-2.425,126.85,ASTE
881,2010-01-27,2020-12-10,3970 days,178,1,41.01123595505618,0.7120786516853932,-1.455,7.138767123287671,5.47,-3.7560000000000016,-3.01,126.75000000000001,SANM
562,2010-01-06,2020-12-29,4010 days,168,1,41.07142857142857,0.7532738095238094,-1.505,6.954057971014493,6.08,-3.568484848484849,-3.17,126.54999999999998,KLIC
749,2010-01-06,2020-12-16,3997 days,179,1,36.312849162011176,0.7034636871508384,-2.65,12.143384615384615,11.16,-5.8192982456140365,-5.4,125.92,OESX
949,2010-01-21,2020-12-28,3994 days,173,1,40.46242774566474,0.7261849710982657,-2.17,8.778428571428574,7.285,-4.746213592233009,-3.93,125.63,SWN
256,2010-01-04,2020-12-21,4004 days,161,1,44.72049689440994,0.7798136645962737,-0.65,4.347638888888889,3.5549999999999997,-2.1065168539325847,-1.63,125.55000000000001,CTBI
430,2010-01-05,2020-11-25,3977 days,179,1,39.66480446927375,0.7001117318435753,-1.66,8.830845070422532,7.88,-4.732735849056605,-3.95,125.32000000000002,GNW
286,2010-01-22,2020-12-17,3982 days,173,1,39.884393063583815,0.7152023121387286,-1.03,6.7617391304347825,4.4,-3.328446601941748,-2.34,123.72999999999999,DENN
233,2010-01-28,2020-12-28,3987 days,162,1,49.382716049382715,0.7602469135802477,-0.31,5.539874999999999,4.779999999999999,-3.902804878048781,-2.58,123.16000000000001,CPSI
566,2010-01-19,2020-11-09,3947 days,175,1,36.57142857142857,0.7009714285714287,-1.52,7.37234375,5.88,-3.1455855855855877,-2.43,122.67,KNL
677,2010-01-21,2020-12-04,3970 days,178,1,43.258426966292134,0.6832584269662918,-1.0,5.373116883116882,4.75,-2.892178217821781,-2.51,121.62,MSA
787,2010-01-14,2020-12-15,3988 days,175,1,42.857142857142854,0.6914285714285714,-1.1,5.582399999999999,4.16,-2.976800000000001,-2.49,120.99999999999997,PEBO
912,2010-01-13,2020-12-29,4003 days,185,1,41.08108108108108,0.6523243243243241,-1.83,7.915131578947364,6.12,-4.411651376146789,-3.33,120.68000000000002,SKX
423,2010-01-19,2020-12-22,3990 days,160,1,40.0,0.7476249999999995,-1.06,5.816093749999999,4.705,-2.6313541666666667,-2.06,119.62,GILD
97,2010-02-19,2020-12-08,3945 days,168,1,40.476190476190474,0.7080952380952381,-1.99,9.078529411764706,8.07,-5.034141414141413,-4.08,118.95999999999998,AXTI
43,2010-01-04,2020-12-02,3985 days,174,1,39.08045977011494,0.6832758620689657,-1.275,6.699558823529409,6.085,-3.20647619047619,-2.64,118.89000000000001,ALCO
789,2010-01-27,2020-12-23,3983 days,176,1,35.22727272727273,0.6746590909090912,-1.54,7.984032258064515,5.6,-3.3298230088495577,-2.67,118.74,PEGA
16,2010-01-04,2020-12-23,4006 days,176,1,43.18181818181818,0.673181818181818,-1.96,7.4376315789473715,6.8149999999999995,-4.512929292929293,-3.75,118.48,ACTG
460,2010-01-27,2020-11-16,3946 days,176,1,41.47727272727273,0.6688068181818183,-0.645,3.9805479452054793,2.89,-1.6948039215686277,-1.45,117.70999999999998,HE
141,2010-01-06,2020-12-23,4004 days,168,1,41.07142857142857,0.6996428571428568,-1.95,7.488695652173912,6.26,-4.073265306122449,-3.625,117.54,BRKS
574,2010-01-21,2020-12-24,3990 days,160,1,43.125,0.7336875,-0.96,5.2636231884057985,4.74,-2.7010989010989017,-2.5,117.38999999999999,KSU
471,2010-01-19,2020-12-28,3996 days,183,1,42.62295081967213,0.6373770491803274,-0.99,4.83576923076923,4.21,-2.4814285714285704,-2.07,116.63999999999999,HOLX
743,2010-02-10,2020-12-09,3955 days,174,1,38.50574712643678,0.6696551724137928,-1.5,6.45910447761194,5.08,-2.9555140186915887,-2.61,116.51999999999998,NYT
243,2010-01-26,2020-12-22,3983 days,180,1,45.55555555555556,0.6454444444444445,-0.905,5.885243902439024,4.72,-3.738877551020408,-2.875,116.17999999999998,CRMT
52,2010-01-22,2020-12-15,3980 days,169,1,40.828402366863905,0.6847928994082839,-1.38,6.516521739130434,6.04,-3.3391,-3.005,115.72999999999999,ALXN
839,2010-02-18,2020-12-28,3966 days,181,1,35.91160220994475,0.6344751381215469,-2.07,10.881692307692306,8.54,-5.107499999999999,-4.27,114.84,RAD
461,2010-01-19,2020-11-19,3957 days,171,1,38.59649122807017,0.6697076023391814,-2.63,9.945151515151517,8.635,-5.16057142857143,-4.76,114.52000000000002,HEES
975,2010-01-05,2020-11-23,3975 days,190,1,37.368421052631575,0.6026315789473681,-1.78,8.599718309859156,6.23,-4.168739495798319,-3.13,114.49999999999999,TGI
317,2010-01-07,2020-11-23,3973 days,168,1,41.07142857142857,0.6793452380952382,-1.44,7.591304347826088,6.58,-4.138080808080809,-3.55,114.12999999999997,DY
159,2010-01-04,2020-11-16,3969 days,180,1,40.0,0.6334444444444441,-1.31,6.082777777777777,4.59,-2.9994444444444444,-2.46,114.02,CATY
264,2010-01-08,2020-11-10,3959 days,167,1,42.51497005988024,0.6810179640718563,-1.02,5.20492957746479,4.36,-2.664791666666666,-2.355,113.73000000000002,CVBF
1110,2010-01-11,2020-11-10,3956 days,175,1,45.14285714285714,0.6497714285714287,-0.71,4.221265822784809,3.69,-2.2892708333333336,-1.8250000000000002,113.71,XRAY
1071,2010-01-21,2020-11-16,3952 days,178,1,37.640449438202246,0.6375842696629215,-1.23,5.947910447761195,5.02,-2.567747747747748,-2.18,113.49,WAB
259,2010-01-04,2020-12-18,4001 days,185,1,40.54054054054054,0.6122162162162162,-1.34,6.024266666666666,5.13,-3.077818181818181,-2.5999999999999996,113.26,CTS
836,2010-01-11,2020-11-10,3956 days,167,1,37.12574850299401,0.6771856287425152,-1.85,8.383548387096772,6.735,-3.8732380952380945,-3.14,113.09,QDEL
567,2010-01-08,2020-11-30,3979 days,175,1,49.142857142857146,0.645028571428571,-0.16,2.9170930232558145,2.4450000000000003,-1.5680681818181819,-1.19,112.88000000000001,KO
837,2010-02-01,2020-12-22,3977 days,165,1,33.939393939393945,0.6815757575757577,-3.34,14.106607142857143,10.15,-6.331869158878503,-4.88,112.46000000000001,QUIK
