,Start,End,Duration,# Trades,# Different Stocks,Win Rate [%],Avg. Trade [%],Median Trade [%],Avg. Win [%],Median Win [%],Avg. Loss [%],Median Loss [%],Total Return [%],Stock
657,2010-02-05,2020-12-17,3968 days,393,1,24.93638676844784,-1.2950890585241728,-3.59,12.675408163265306,5.390000000000001,-5.9971232876712275,-5.279999999999999,-508.97,MLHR
429,2010-01-05,2020-10-05,3926 days,377,1,29.177718832891248,-1.3582493368700277,-2.9,6.976454545454544,4.9399999999999995,-4.792022471910114,-4.41,-512.06,GNTX
575,2010-01-04,2020-11-24,3977 days,385,1,33.76623376623377,-1.335454545454545,-4.2,11.200615384615386,9.879999999999999,-7.726392156862748,-7.12,-514.15,KTOS
1082,2010-02-17,2020-12-09,3948 days,341,1,28.445747800586513,-1.510175953079179,-2.93,7.485876288659794,5.96,-5.086475409836066,-4.16,-514.97,WEN
333,2010-01-06,2020-11-23,3974 days,352,1,28.40909090909091,-1.4690056818181816,-3.875,10.832699999999997,6.779999999999999,-6.401440000000001,-5.535,-517.0899999999999,ELY
541,2010-01-27,2020-11-03,3933 days,405,1,27.901234567901234,-1.279876543209877,-3.11,7.468672566371681,5.86,-4.66544520547945,-4.31,-518.35,JCOM
205,2010-01-12,2020-12-21,3996 days,545,1,31.376146788990827,-0.9527889908256882,-2.03,4.625087719298244,3.02,-3.521935483870971,-3.285,-519.27,CMCSA
997,2010-01-07,2020-11-30,3980 days,408,1,32.1078431372549,-1.2777696078431375,-2.3,4.9281679389312965,3.39,-4.243345454545455,-3.83,-521.33,TRMK
825,2010-01-26,2020-12-18,3979 days,374,1,29.144385026737968,-1.3948128342245985,-2.66,5.4661467889908275,3.91,-4.216867924528299,-3.76,-521.6600000000001,PRK
841,2010-01-21,2020-10-28,3933 days,355,1,30.140845070422532,-1.4788169014084505,-3.29,9.196635514018695,5.56,-6.109392712550606,-5.47,-524.9799999999999,RAVN
242,2010-01-21,2020-12-22,3988 days,370,1,31.891891891891895,-1.420378378378379,-2.815,6.901610169491525,3.825,-5.317182539682539,-4.43,-525.54,CRM
249,2010-01-04,2020-11-13,3966 days,422,1,32.22748815165877,-1.2456872037914701,-1.99,5.291250000000001,3.38,-4.354160839160841,-3.54,-525.68,CSCO
377,2010-01-21,2020-12-23,3989 days,417,1,31.17505995203837,-1.2643165467625903,-2.02,4.507461538461538,3.035,-3.9059298245614023,-3.51,-527.22,FE
289,2010-01-13,2020-11-05,3949 days,334,1,26.94610778443114,-1.5987425149700578,-4.075,11.088666666666668,5.425,-6.304362139917695,-5.74,-533.98,DGII
512,2010-01-14,2020-10-05,3917 days,384,1,32.29166666666667,-1.3965624999999997,-2.3099999999999996,4.948629032258064,3.6950000000000003,-4.422730769230769,-3.855,-536.28,INDB
910,2010-02-08,2020-12-09,3957 days,394,1,30.20304568527919,-1.3611421319796946,-2.085,4.223865546218489,3.09,-3.7779272727272697,-3.24,-536.29,SJI
403,2010-01-04,2020-12-21,4004 days,335,1,30.149253731343283,-1.6090746268656708,-3.07,6.855841584158412,3.84,-5.262735042735045,-4.789999999999999,-539.04,FORR
67,2010-01-04,2020-11-30,3983 days,399,1,29.07268170426065,-1.3532832080200499,-2.74,6.071724137931037,5.105,-4.396749116607776,-4.06,-539.96,ANSS
740,2010-02-04,2020-12-21,3973 days,379,1,27.176781002638524,-1.4255672823218999,-2.05,3.8188349514563122,2.95,-3.39501818181818,-2.95,-540.29,NWN
822,2010-01-05,2020-12-16,3998 days,396,1,33.08080808080808,-1.364873737373738,-3.005,8.733206106870231,5.62,-6.380833333333333,-5.3,-540.49,PRAA
812,2010-01-22,2020-11-09,3944 days,411,1,29.683698296836987,-1.3164476885644765,-2.23,4.390983606557378,3.49,-3.7648951048951034,-3.47,-541.06,PNM
28,2010-01-22,2020-06-11,3793 days,360,1,31.11111111111111,-1.5053055555555561,-2.58,5.7801785714285705,3.9400000000000004,-4.814939271255064,-4.0,-541.91,AES
703,2010-01-13,2020-12-22,3996 days,345,1,32.7536231884058,-1.571855072463768,-3.87,10.912743362831861,7.75,-7.652715517241378,-6.699999999999999,-542.2900000000001,NC
821,2010-01-21,2020-12-31,3997 days,395,1,25.569620253164555,-1.3742025316455702,-2.16,4.843762376237623,2.34,-3.5222866894197957,-3.06,-542.81,PPL
196,2010-01-04,2020-11-04,3957 days,356,1,26.40449438202247,-1.5249157303370777,-2.99,8.175531914893616,4.48,-5.005229007633591,-4.1850000000000005,-542.87,CLH
779,2010-01-22,2020-12-18,3983 days,403,1,29.280397022332505,-1.3544913151364761,-1.98,4.5561864406779655,3.0949999999999998,-3.8017192982456125,-3.32,-545.8599999999999,PBCT
19,2010-01-25,2020-10-30,3931 days,413,1,31.719128329297817,-1.3306537530266345,-2.47,4.731832061068704,3.55,-4.161672597864766,-3.82,-549.56,ADM
321,2010-01-11,2020-12-14,3990 days,422,1,33.41232227488152,-1.3032701421800954,-1.755,3.1014184397163116,2.06,-3.513451957295375,-2.93,-549.98,ECL
276,2010-01-22,2020-10-06,3910 days,378,1,26.71957671957672,-1.4565873015873014,-1.995,3.1652475247524765,2.06,-3.1418050541516225,-2.64,-550.59,D
194,2010-01-20,2020-10-26,3932 days,394,1,26.649746192893403,-1.3990609137055843,-1.8900000000000001,2.640571428571428,1.95,-2.86674740484429,-2.5,-551.23,CL
646,2010-01-21,2020-10-28,3933 days,341,1,23.75366568914956,-1.6209384164222866,-2.4,4.659135802469135,2.53,-3.577423076923078,-3.185,-552.74,MGEE
1111,2010-01-11,2020-11-09,3955 days,385,1,26.49350649350649,-1.4445194805194796,-3.19,8.065196078431375,4.175000000000001,-4.9242500000000025,-4.29,-556.14,XRX
86,2010-01-06,2020-11-09,3960 days,368,1,29.891304347826086,-1.5131793478260889,-4.34,11.82727272727273,7.22,-7.257226562499998,-6.23,-556.8499999999999,ATSG
118,2010-01-21,2020-10-13,3918 days,287,1,21.951219512195124,-1.9413240418118463,-3.01,7.857777777777777,3.95,-4.739639639639639,-4.255000000000001,-557.1600000000001,BFIN
680,2010-01-05,2020-10-28,3949 days,290,1,27.586206896551722,-1.9229310344827597,-3.925,8.986875000000001,5.605,-6.079047619047617,-5.445,-557.65,MSTR
88,2010-01-28,2020-11-09,3938 days,379,1,29.023746701846964,-1.4756200527704482,-1.82,2.886818181818183,1.93,-3.2595167286245363,-2.94,-559.26,AVA
762,2010-01-13,2020-11-30,3974 days,375,1,28.26666666666667,-1.4995466666666655,-2.9,6.207735849056605,3.94,-4.570599250936331,-4.27,-562.3299999999999,ONB
71,2010-01-06,2020-12-29,4010 days,359,1,33.70473537604457,-1.5709192200557105,-3.55,9.099256198347108,6.91,-7.054957627118646,-5.904999999999999,-563.96,APEI
1056,2010-01-07,2020-12-22,4002 days,376,1,28.45744680851064,-1.50406914893617,-2.575,5.6440186915887836,2.9,-4.396390977443609,-3.82,-565.53,VLY
1087,2010-01-12,2020-11-16,3961 days,330,1,28.78787878787879,-1.7188484848484846,-3.615,7.531473684210531,6.28,-5.505193133047211,-5.24,-567.22,WIRE
402,2010-01-12,2020-10-28,3942 days,392,1,32.90816326530612,-1.450051020408165,-3.95,10.932868217054265,7.79,-7.581455938697317,-7.0,-568.4200000000001,FORM
867,2010-01-06,2020-11-03,3954 days,330,1,31.212121212121215,-1.7233636363636364,-2.965,6.719805825242717,4.83,-5.578982300884958,-5.1850000000000005,-568.71,ROLL
353,2010-01-06,2020-11-09,3960 days,386,1,29.015544041450774,-1.4827720207253898,-2.84,6.9015178571428555,4.865,-4.909927007299268,-4.029999999999999,-572.35,EW
162,2010-01-06,2020-11-30,3981 days,359,1,31.197771587743734,-1.5968245125348195,-2.13,4.203571428571429,3.2249999999999996,-4.2441463414634155,-3.645,-573.26,CBU
702,2010-01-06,2020-12-21,4002 days,376,1,31.914893617021278,-1.5270212765957452,-2.185,3.726083333333334,3.0549999999999997,-3.9894140625000003,-3.525,-574.1600000000001,NBTB
1058,2010-01-06,2020-10-05,3925 days,356,1,31.46067415730337,-1.6231460674157316,-2.4850000000000003,5.2741964285714245,4.08,-4.789139344262297,-4.335,-577.8399999999999,VMI
960,2010-01-04,2020-10-05,3927 days,373,1,30.29490616621984,-1.5502949061662192,-3.86,10.907345132743362,6.4,-7.0458754863813216,-6.44,-578.26,TBBK
1023,2010-01-21,2020-10-19,3924 days,327,1,31.804281345565748,-1.7726605504587176,-4.07,10.251923076923076,6.1,-7.413783783783783,-6.4399999999999995,-579.66,UFI
273,2010-01-04,2020-12-18,4001 days,377,1,33.687002652519894,-1.538938992042439,-3.56,8.374566929133858,5.37,-6.575000000000004,-6.095000000000001,-580.18,CXO
498,2010-01-21,2020-11-05,3941 days,369,1,27.64227642276423,-1.572926829268293,-2.29,4.526078431372548,3.49,-3.9028838951310885,-3.51,-580.4100000000001,ICE
341,2010-01-22,2020-10-22,3926 days,404,1,30.94059405940594,-1.4462128712871287,-3.3200000000000003,8.71432,5.51,-6.02,-5.39,-584.27,ENTG
175,2010-01-11,2020-11-12,3958 days,293,1,33.105802047781566,-2.001467576791809,-5.15,11.890309278350516,9.74,-8.96798969072165,-8.605,-586.43,CERS
241,2010-01-07,2020-10-21,3940 days,388,1,34.02061855670103,-1.5125000000000004,-2.52,5.582803030303029,4.045,-5.171015624999998,-4.605,-586.85,CRL
401,2010-02-04,2020-09-18,3879 days,330,1,31.212121212121215,-1.779636363636364,-6.84,17.409805825242714,11.61,-10.486740088105726,-9.74,-587.2800000000001,FOLD
502,2010-01-13,2020-11-19,3963 days,377,1,27.055702917771885,-1.565835543766578,-1.94,2.6075490196078435,1.93,-3.113781818181818,-2.77,-590.3199999999999,IDA
604,2010-01-05,2020-12-29,4011 days,392,1,29.591836734693878,-1.5061734693877555,-3.625,9.268965517241382,6.045,-6.034855072463765,-5.24,-590.42,LPX
407,2010-01-04,2020-11-30,3983 days,398,1,32.41206030150754,-1.4856281407035181,-3.455,8.76875968992248,6.49,-6.4031598513011145,-5.37,-591.28,FSS
1054,2010-01-22,2020-12-10,3975 days,376,1,28.723404255319153,-1.573590425531912,-3.245,9.229537037037039,5.2,-5.949288389513108,-4.89,-591.67,VIVO
713,2010-02-03,2020-11-30,3953 days,358,1,26.81564245810056,-1.6531284916201117,-2.42,4.049062499999998,3.4050000000000002,-3.8005038759689924,-3.415,-591.8199999999999,NJR
427,2010-01-04,2020-12-11,3994 days,395,1,29.11392405063291,-1.4990632911392405,-2.87,6.053130434782609,4.71,-4.600857142857142,-4.225,-592.13,GLW
729,2010-01-05,2020-11-24,3976 days,384,1,28.90625,-1.544505208333334,-3.57,9.92126126126126,5.64,-6.229227941176468,-5.49,-593.0899999999999,NTGR
485,2010-01-06,2020-12-21,4002 days,381,1,27.296587926509186,-1.5619422572178463,-3.44,8.613076923076921,5.675,-5.38216606498195,-4.95,-595.1,HTLF
1110,2010-01-11,2020-10-08,3923 days,371,1,28.30188679245283,-1.6097843665768201,-2.41,4.807333333333334,2.62,-4.142857142857144,-3.615,-597.23,XRAY
934,2010-01-05,2020-10-02,3923 days,389,1,27.506426735218508,-1.5369665809768647,-4.27,13.107289719626168,7.44,-7.118718861209968,-6.36,-597.8800000000001,SRI
526,2010-01-06,2020-11-18,3969 days,360,1,25.555555555555554,-1.6663333333333332,-5.405,18.979239130434784,8.785,-8.786404494382024,-7.37,-599.88,IPI
190,2010-01-19,2020-11-06,3944 days,391,1,33.248081841432224,-1.5349360613810732,-3.79,9.629384615384613,5.529999999999999,-7.095708812260539,-6.05,-600.1600000000001,CIEN
734,2010-01-26,2020-12-04,3965 days,387,1,32.81653746770026,-1.55857881136951,-3.76,9.187559055118113,7.33,-6.807653846153848,-5.390000000000001,-603.17,NUVA
693,2010-01-06,2020-11-23,3974 days,323,1,32.81733746130031,-1.8709907120743046,-7.18,22.66235849056604,13.719999999999999,-14.049252336448598,-12.225,-604.3299999999999,MVIS
951,2010-01-19,2020-12-14,3982 days,380,1,26.31578947368421,-1.5936578947368385,-3.605,10.3139,4.19,-5.846357142857144,-4.9399999999999995,-605.59,SXI
1035,2010-01-14,2020-11-19,3962 days,361,1,27.70083102493075,-1.685678670360111,-2.2,4.7299999999999995,3.105,-4.159730769230772,-3.41,-608.53,UNH
93,2010-02-04,2020-11-10,3932 days,371,1,27.49326145552561,-1.641778975741239,-2.76,5.222254901960785,3.47,-4.2762921348314595,-3.96,-609.1,AWR
767,2010-01-14,2020-10-05,3917 days,407,1,29.72972972972973,-1.49943488943489,-1.98,4.920082644628099,2.94,-4.245070422535211,-3.175,-610.27,ORI
121,2010-02-04,2020-12-30,3982 days,364,1,30.21978021978022,-1.677307692307692,-3.035,7.224181818181822,4.975,-5.532283464566934,-4.825,-610.5400000000001,BGS
993,2010-01-28,2020-12-17,3976 days,367,1,28.337874659400548,-1.6663760217983656,-3.0,6.969711538461542,4.42,-5.0814068441064615,-4.84,-611.56,TRC
888,2010-01-04,2020-12-18,4001 days,374,1,31.283422459893046,-1.637673796791443,-2.55,5.5767521367521375,3.93,-4.960666666666663,-4.32,-612.49,SCHL
539,2010-01-28,2020-12-22,3981 days,367,1,28.065395095367844,-1.674277929155314,-4.15,11.591067961165047,6.22,-6.902061068702289,-6.01,-614.46,JBLU
92,2010-01-20,2020-12-17,3984 days,388,1,34.27835051546392,-1.589948453608248,-2.36,5.720150375939847,4.32,-5.402666666666667,-4.71,-616.9,AWI
411,2010-01-14,2020-11-30,3973 days,356,1,25.280898876404496,-1.7351685393258403,-2.625,5.985666666666667,3.7199999999999998,-4.397072243346007,-3.78,-617.72,FULT
261,2010-01-04,2020-12-01,3984 days,381,1,31.758530183727036,-1.6217060367454068,-2.78,5.967520661157028,4.52,-5.153615384615388,-4.35,-617.8699999999999,CTXS
1066,2010-01-04,2020-11-30,3983 days,362,1,25.96685082872928,-1.7092265193370166,-4.275,10.924893617021278,7.15,-6.140597014925374,-5.66,-618.7399999999999,VRTX
553,2010-01-11,2020-10-08,3923 days,336,1,29.166666666666668,-1.8532738095238093,-2.67,5.124591836734693,3.49,-4.766567796610171,-4.135,-622.7,KAMN
189,2010-01-21,2020-12-10,3976 days,320,1,28.749999999999996,-1.9473125000000011,-4.18,10.176847826086956,6.904999999999999,-6.9616517857142854,-6.1899999999999995,-623.1399999999999,CIA
805,2010-01-20,2020-11-05,3942 days,362,1,28.45303867403315,-1.725220994475138,-3.96,10.699126213592233,8.25,-6.718054474708172,-5.99,-624.53,PLAB
157,2010-02-03,2020-12-11,3964 days,325,1,26.461538461538463,-1.9296307692307686,-2.69,5.026976744186047,3.8099999999999996,-4.432845188284519,-3.83,-627.1299999999999,CASY
490,2010-01-15,2020-12-30,4002 days,323,1,30.030959752321984,-1.9447678018575865,-3.52,9.3819587628866,5.48,-6.86700892857143,-6.154999999999999,-628.16,HWCC
97,2010-01-04,2020-12-11,3994 days,321,1,29.595015576323984,-1.9625856697819322,-4.96,14.11915789473684,10.17,-8.91995475113122,-8.05,-629.99,AXTI
614,2010-01-08,2020-11-17,3966 days,328,1,28.65853658536585,-1.9339634146341451,-6.47,20.381382978723405,10.445,-10.89824786324786,-9.370000000000001,-634.3400000000001,LXRX
1046,2010-01-14,2020-12-22,3995 days,369,1,30.081300813008134,-1.7207317073170736,-2.94,5.869549549549547,4.04,-4.986317829457363,-4.46,-634.95,UVV
781,2010-01-05,2020-12-29,4011 days,387,1,33.850129198966414,-1.6427906976744173,-2.93,9.2118320610687,5.87,-7.197304687500003,-5.035,-635.76,PBI
211,2010-01-08,2020-12-10,3989 days,356,1,29.775280898876407,-1.7880617977528088,-3.7199999999999998,9.169716981132073,4.2,-6.459999999999999,-5.67,-636.55,CMTL
585,2010-01-04,2020-10-01,3923 days,372,1,31.182795698924732,-1.7262634408602169,-3.335,6.430775862068964,4.130000000000001,-5.443686274509803,-4.99,-642.17,LFUS
542,2010-01-21,2020-11-30,3966 days,303,1,27.062706270627064,-2.146303630363036,-2.61,3.9215853658536584,2.42,-4.417727272727271,-3.87,-650.3299999999999,JJSF
215,2010-01-07,2020-12-21,4001 days,403,1,30.76923076923077,-1.6142679900744412,-3.04,6.3641129032258075,4.975,-5.197472924187726,-4.4,-650.55,CNO
551,2010-01-21,2020-11-30,3966 days,362,1,30.11049723756906,-1.805662983425414,-3.5599999999999996,8.088990825688073,5.94,-6.0685770750988155,-5.51,-653.6500000000001,KAI
833,2010-01-08,2020-12-09,3988 days,305,1,31.80327868852459,-2.1520327868852465,-6.12,16.437216494845362,12.04,-10.87333333333333,-9.63,-656.3699999999999,PXLW
817,2010-01-15,2020-10-28,3939 days,374,1,30.213903743315505,-1.7662299465240652,-3.5149999999999997,7.68601769911504,4.3,-5.858582375478927,-5.43,-660.57,POWI
453,2010-01-04,2020-12-29,4012 days,341,1,33.724340175953074,-1.9388269794721393,-3.48,8.455391304347826,6.85,-7.2279203539823,-6.52,-661.1400000000001,HAYN
782,2010-01-06,2020-10-28,3948 days,387,1,30.490956072351423,-1.7136950904392778,-2.98,5.190338983050847,4.055,-4.742230483271375,-4.22,-663.2,PCAR
167,2010-01-04,2020-12-22,4005 days,331,1,29.305135951661633,-2.015105740181268,-5.19,12.645876288659794,7.13,-8.092521367521373,-7.49,-667.0,CCRN
272,2010-01-05,2020-10-30,3951 days,346,1,26.011560693641616,-1.9302601156069377,-2.745,3.978111111111109,3.0949999999999998,-4.038976377952756,-3.7649999999999997,-667.87,CWT
209,2010-01-05,2020-12-10,3992 days,324,1,22.839506172839506,-2.064660493827161,-2.9450000000000003,5.621621621621622,4.119999999999999,-4.3747983870967735,-3.7649999999999997,-668.95,CMP
1032,2010-01-07,2020-10-28,3947 days,364,1,26.098901098901102,-1.8474725274725285,-3.41,7.393473684210524,4.66,-5.168646616541352,-4.385,-672.4799999999999,UMPQ
193,2010-01-04,2020-10-28,3950 days,382,1,31.93717277486911,-1.761047120418849,-2.7350000000000003,5.957213114754097,4.59,-5.4034749034749066,-4.49,-672.72,CKH
278,2010-01-05,2020-10-28,3949 days,403,1,33.002481389578165,-1.6715136476426797,-3.49,9.562706766917298,7.37,-7.259179104477608,-6.359999999999999,-673.6200000000001,DAN
171,2010-02-22,2020-10-28,3901 days,397,1,31.48614609571788,-1.7108312342569278,-3.33,8.528880000000001,4.98,-6.440258302583026,-5.6,-679.2,CENT
1083,2010-01-11,2020-11-10,3956 days,309,1,24.59546925566343,-2.201262135922331,-3.31,5.650394736842105,3.62,-4.782844827586206,-4.55,-680.1899999999999,WERN
970,2010-01-04,2020-09-28,3920 days,402,1,34.57711442786069,-1.6946766169154217,-2.895,6.318920863309353,5.04,-5.929999999999997,-5.04,-681.2599999999999,TER
469,2010-01-22,2020-10-27,3931 days,391,1,32.73657289002558,-1.7454219948849097,-3.3,7.531718749999999,6.05,-6.284427480916036,-5.465,-682.4599999999998,HNI
528,2010-01-11,2020-10-05,3920 days,328,1,28.65853658536585,-2.088475609756097,-3.9050000000000002,9.6786170212766,6.645,-6.874181034482759,-6.56,-685.0199999999999,IRDM
981,2010-01-13,2020-11-24,3968 days,390,1,30.0,-1.7564871794871808,-2.645,5.209658119658116,4.07,-4.741978021978023,-4.44,-685.03,THS
173,2010-01-04,2020-12-22,4005 days,397,1,33.50125944584383,-1.7352141057934518,-5.79,15.195714285714281,9.02,-10.264810606060605,-9.615,-688.8800000000001,CENX
1024,2010-01-06,2020-12-14,3995 days,390,1,30.76923076923077,-1.7733333333333332,-3.4050000000000002,7.893249999999999,5.36,-6.069592592592589,-5.355,-691.6,UFPI
368,2010-01-07,2020-11-05,3955 days,343,1,28.57142857142857,-2.0262390670553954,-3.77,9.17112244897959,5.73,-6.585826446280988,-5.605,-695.0,FC
984,2010-01-04,2020-07-31,3861 days,355,1,32.95774647887324,-1.9605070422535187,-4.08,10.478290598290597,8.65,-8.075378151260503,-7.37,-695.98,TITN
556,2010-01-06,2020-10-09,3929 days,394,1,29.949238578680205,-1.7685786802030454,-3.6500000000000004,9.07762711864407,6.734999999999999,-6.429018181818181,-5.91,-696.82,KBR
267,2010-01-21,2020-10-21,3926 days,342,1,29.53216374269006,-2.0384210526315787,-3.58,7.151683168316831,5.85,-5.889875518672205,-5.4,-697.14,CVLT
236,2010-01-04,2020-12-21,4004 days,315,1,29.20634920634921,-2.232253968253971,-3.79,8.400543478260868,4.355,-6.648693693693698,-5.880000000000001,-703.16,CRAI
758,2010-01-06,2020-05-27,3794 days,332,1,29.21686746987952,-2.12707831325301,-3.79,7.108350515463918,5.27,-5.9391489361702146,-5.36,-706.1899999999999,OMCL
784,2010-02-18,2020-11-10,3918 days,297,1,28.95622895622896,-2.3791919191919186,-3.93,7.415000000000001,4.38,-6.463028846153848,-6.2,-706.62,PCTI
231,2010-01-07,2020-09-28,3917 days,324,1,23.456790123456788,-2.1872222222222217,-2.82,4.113421052631579,2.6500000000000004,-4.151544715447153,-3.8,-708.6600000000001,CPK
552,2010-01-04,2020-10-07,3929 days,303,1,27.722772277227726,-2.351386138613862,-3.53,5.807380952380954,4.16,-5.480776255707763,-4.96,-712.47,KALU
165,2010-01-04,2020-12-30,4013 days,406,1,29.064039408866993,-1.7765763546798046,-3.115,8.16601694915254,5.915,-5.850277777777775,-4.73,-721.2900000000001,CCMP
288,2010-01-13,2020-11-06,3950 days,362,1,26.243093922651934,-1.9992541436464089,-2.465,3.6390526315789464,2.38,-4.005393258426965,-3.6,-723.73,DG
929,2010-01-05,2020-12-09,3991 days,340,1,27.058823529411764,-2.1317941176470585,-4.09,9.493804347826087,6.925,-6.470607287449391,-5.52,-724.8100000000001,SPTN
65,2010-01-06,2020-10-27,3947 days,354,1,29.09604519774011,-2.0557627118644066,-3.415,6.6414563106796125,4.69,-5.624741035856572,-5.04,-727.74,AN
896,2010-01-04,2020-12-29,4012 days,307,1,28.013029315960914,-2.3709120521172626,-4.66,11.32976744186047,7.640000000000001,-7.772739726027399,-6.87,-727.8700000000001,SEAC
839,2010-01-05,2020-12-28,4010 days,397,1,33.50125944584383,-1.8334508816120916,-4.26,13.823684210526316,9.03,-9.870884615384604,-8.095,-727.8800000000001,RAD
81,2010-01-04,2020-12-21,4004 days,367,1,28.882833787465938,-1.9940871934604907,-3.43,8.16009433962264,4.34,-6.11800766283525,-5.12,-731.8299999999999,ASTE
1072,2010-01-07,2020-11-30,3980 days,349,1,25.214899713467048,-2.098452722063037,-2.86,3.7188636363636363,2.79,-4.059846743295019,-3.79,-732.3600000000001,WABC
701,2010-01-28,2020-11-24,3953 days,367,1,29.70027247956403,-2.003651226158038,-4.99,12.632935779816503,8.5,-8.21918287937743,-7.41,-735.3400000000001,NBIX
1118,2010-01-07,2020-09-18,3907 days,329,1,29.48328267477204,-2.235592705167171,-4.96,10.774329896907215,8.33,-7.741826086956523,-6.545,-735.51,ZIXI
988,2010-01-20,2020-12-22,3989 days,359,1,26.46239554317549,-2.0552367688022324,-3.35,7.016842105263158,4.14,-5.319810606060602,-4.779999999999999,-737.8299999999999,TNC
221,2010-01-04,2020-10-26,3948 days,359,1,29.247910863509752,-2.0850696378830076,-4.08,9.108761904761904,7.09,-6.712440944881888,-6.025,-748.5400000000001,COHU
1101,2010-01-19,2020-09-23,3900 days,372,1,26.61290322580645,-2.018655913978495,-3.0,5.119696969696971,4.65,-4.6242279411764695,-4.34,-750.94,WTS
678,2010-01-04,2020-11-30,3983 days,309,1,21.35922330097087,-2.4305501618122975,-3.02,4.622272727272728,3.885,-4.3461316872427975,-4.14,-751.04,MSEX
557,2010-01-04,2020-12-18,4001 days,545,1,31.55963302752294,-1.3805688073394489,-2.58,7.152267441860464,5.195,-5.315281501340486,-4.31,-752.4100000000001,KELYA
978,2010-01-06,2020-10-02,3922 days,328,1,25.609756097560975,-2.295853658536584,-2.83,3.7978571428571426,2.505,-4.430000000000001,-4.0,-753.04,THFF
530,2010-01-04,2020-11-23,3976 days,369,1,31.16531165311653,-2.043848238482382,-2.8,5.030086956521744,3.06,-5.2466141732283464,-4.535,-754.18,ISRG
1031,2010-01-14,2020-10-02,3914 days,400,1,26.0,-1.8884,-3.065,5.739519230769228,4.085,-4.599557823129253,-4.25,-755.3599999999999,UMBF
153,2010-01-27,2020-12-14,3974 days,386,1,27.979274611398964,-1.9612176165803106,-2.435,3.5191666666666688,2.2199999999999998,-4.1050541516245485,-3.59,-757.0300000000001,CAH
413,2010-01-11,2020-10-28,3943 days,350,1,28.285714285714285,-2.1659714285714298,-2.9800000000000004,4.857777777777778,4.06,-4.936294820717129,-4.44,-758.09,FWRD
511,2010-01-05,2020-12-01,3983 days,373,1,28.418230563002684,-2.055576407506702,-4.85,12.417547169811318,9.665,-7.8307894736842165,-7.574999999999999,-766.73,INCY
508,2010-01-06,2020-12-31,4012 days,358,1,31.564245810055862,-2.1443854748603344,-5.84,16.5053982300885,10.93,-10.7461224489796,-9.34,-767.6899999999999,IMGN
873,2010-01-06,2020-12-18,3999 days,353,1,26.912181303116146,-2.2014730878186963,-2.82,4.7802105263157895,3.0,-4.7908171206225685,-4.45,-777.1199999999999,RS
1079,2010-01-19,2020-10-08,3915 days,356,1,27.808988764044944,-2.1830617977528086,-2.465,2.8475757575757576,2.01,-4.120933852140076,-3.76,-777.1700000000001,WDFC
965,2010-01-22,2020-11-16,3951 days,358,1,28.49162011173184,-2.1803910614525126,-3.5949999999999998,6.891764705882355,4.6,-5.795078125,-5.155,-780.5799999999999,TDC
671,2010-01-11,2020-12-14,3990 days,375,1,26.93333333333333,-2.09208,-4.96,14.922079207920795,13.72,-8.394358974358967,-6.69,-784.5300000000001,MOV
446,2010-01-13,2020-10-06,3919 days,378,1,26.984126984126984,-2.0801322751322764,-2.895,5.852941176470587,4.1850000000000005,-5.048503649635033,-4.455,-786.2900000000001,H
458,2010-01-26,2020-10-28,3928 days,360,1,27.77777777777778,-2.1979722222222233,-2.84,4.214600000000001,2.82,-4.664346153846156,-4.1850000000000005,-791.2700000000001,HCSG
655,2010-01-04,2020-10-26,3948 days,427,1,32.08430913348946,-1.8559718969555028,-3.03,6.0731386861313865,4.78,-5.621176470588234,-4.87,-792.5,MKSI
10,2010-01-21,2020-11-05,3941 days,336,1,22.916666666666664,-2.389553571428572,-2.685,5.554805194805195,2.75,-4.8070703125,-3.8049999999999997,-802.89,ABM
457,2010-01-06,2020-11-27,3978 days,302,1,29.47019867549669,-2.660430463576159,-4.4399999999999995,9.301235955056184,5.04,-7.731090047393364,-6.71,-803.45,HCKT
233,2010-01-28,2020-12-01,3960 days,282,1,24.822695035460992,-2.8530141843971664,-3.7,5.990142857142854,4.195,-5.7729245283018935,-5.0,-804.55,CPSI
881,2010-01-04,2020-11-06,3959 days,385,1,29.09090909090909,-2.1160259740259737,-4.17,11.463214285714285,7.425000000000001,-7.743726937269375,-6.3,-814.6699999999998,SANM
532,2010-01-05,2020-11-04,3956 days,390,1,27.17948717948718,-2.0953333333333344,-3.3200000000000003,6.3880188679245276,4.305,-5.2802473498233224,-4.52,-817.1800000000001,ITRI
1071,2010-01-04,2020-11-03,3956 days,414,1,31.40096618357488,-1.9741304347826067,-2.74,4.885538461538463,3.24,-5.114119718309859,-4.475,-817.2900000000001,WAB
322,2010-01-06,2020-11-23,3974 days,401,1,30.174563591022448,-2.0443391521197003,-3.46,9.157851239669428,5.19,-6.885285714285718,-5.635,-819.78,ECPG
1043,2010-01-28,2020-11-03,3932 days,318,1,26.41509433962264,-2.601949685534591,-3.8,7.0060714285714285,4.8100000000000005,-6.050982905982902,-5.23,-827.4200000000001,USPH
369,2010-01-27,2020-12-22,3982 days,297,1,24.579124579124578,-2.7885185185185146,-3.42,4.804520547945207,3.99,-5.286636771300445,-4.79,-828.19,FCBC
606,2010-01-04,2020-12-18,4001 days,435,1,31.95402298850575,-1.9040459770114926,-2.94,5.865467625899281,4.05,-5.552567567567569,-4.9350000000000005,-828.26,LRCX
