,Start,End,Duration,# Trades,# Different Stocks,Win Rate [%],Avg. Trade [%],Median Trade [%],Avg. Win [%],Median Win [%],Avg. Loss [%],Median Loss [%],Total Return [%],Stock
256,2010-01-04,2020-11-04,3957 days,300,1,30.666666666666664,-1.1163333333333332,-2.74,6.575108695652175,4.265,-4.5401449275362324,-4.12,-334.9,CTBI
816,2010-01-05,2020-11-30,3982 days,390,1,33.589743589743584,-0.8664358974358972,-1.63,3.6506106870229,2.58,-3.1633333333333327,-2.71,-337.90999999999997,POR
582,2010-01-08,2020-12-29,4008 days,406,1,34.97536945812808,-0.8405172413793102,-1.8849999999999998,5.32169014084507,3.7300000000000004,-4.1708365019011415,-3.52,-341.25,LECO
661,2010-01-19,2020-10-07,3914 days,426,1,34.97652582159624,-0.8031220657276995,-1.435,4.212281879194629,3.51,-3.5009386281588437,-2.84,-342.13,MMM
757,2010-01-20,2020-12-18,3985 days,422,1,30.568720379146917,-0.8110663507109003,-1.995,5.552713178294575,3.5,-3.612866894197951,-3.25,-342.27000000000004,OMC
964,2010-01-13,2020-11-04,3948 days,355,1,32.11267605633803,-0.9649295774647894,-2.71,7.616754385964915,5.25,-5.045249999999999,-4.4399999999999995,-342.5499999999999,TCBK
496,2010-01-19,2020-12-21,3989 days,418,1,32.057416267942585,-0.8283014354066981,-1.645,4.604402985074625,3.14,-3.4036042402826885,-2.74,-346.23,IBM
414,2010-01-12,2020-11-30,3975 days,430,1,31.86046511627907,-0.8053023255813951,-2.315,6.8125547445255465,5.12,-4.397250859106528,-4.03,-346.28000000000003,GBCI
434,2010-02-04,2020-11-09,3931 days,503,1,33.20079522862823,-0.6900000000000001,-2.09,6.661497005988026,5.53,-4.35683582089552,-3.85,-347.07,GPK
889,2010-01-04,2020-10-28,3950 days,352,1,34.659090909090914,-0.9987500000000005,-4.3,10.67745901639345,7.0,-7.192217391304356,-6.665,-351.55999999999995,SCHN
44,2010-01-11,2020-12-21,3997 days,395,1,31.39240506329114,-0.8918227848101262,-1.82,4.339032258064516,2.4850000000000003,-3.2974444444444453,-3.05,-352.27,ALE
430,2010-01-05,2020-12-14,3996 days,348,1,34.48275862068966,-1.0179310344827588,-4.4350000000000005,13.803083333333335,7.73,-8.975937499999999,-7.630000000000001,-354.2399999999999,GNW
14,2010-01-06,2020-12-30,4011 days,420,1,30.476190476190478,-0.8462380952380957,-3.11,9.673828125000004,5.04,-5.476529209621997,-4.76,-355.41999999999996,ACM
583,2010-01-15,2020-11-11,3953 days,327,1,29.051987767584098,-1.0890825688073402,-6.14,23.451789473684208,11.37,-11.333552631578954,-10.015,-356.13000000000005,LEE
843,2010-01-05,2020-11-30,3982 days,408,1,32.84313725490196,-0.8779656862745092,-2.95,8.126194029850748,5.47,-5.281459854014596,-4.395,-358.21000000000004,RBCAA
388,2010-01-07,2020-11-24,3974 days,387,1,31.782945736434108,-0.9336692506459955,-2.89,9.551626016260158,5.68,-5.84098859315589,-5.22,-361.3299999999999,FIX
550,2010-01-15,2020-11-11,3953 days,344,1,30.523255813953487,-1.051220930232558,-1.5950000000000002,3.412285714285714,3.13,-3.0121757322175755,-2.61,-361.62,K
307,2010-01-20,2020-11-05,3942 days,375,1,28.799999999999997,-0.9648266666666668,-2.22,6.819814814814817,2.92,-4.113670411985019,-3.29,-361.81,DRI
878,2010-01-06,2020-12-14,3995 days,362,1,29.83425414364641,-1.001491712707182,-4.115,12.875092592592594,7.155,-6.9017716535433165,-6.45,-362.53999999999996,SAH
141,2010-01-05,2020-12-31,4013 days,381,1,32.808398950131235,-0.9531496062992133,-3.06,10.523839999999996,7.88,-6.5571484375,-6.01,-363.14999999999986,BRKS
636,2010-01-06,2020-11-23,3974 days,356,1,29.775280898876407,-1.0264887640449443,-3.835,11.667547169811314,7.984999999999999,-6.434497991967874,-5.6,-365.42999999999995,MDC
749,2010-01-06,2020-12-29,4010 days,323,1,34.984520123839005,-1.13188854489164,-5.0,16.160796460176986,10.32,-10.588260869565215,-10.14,-365.6000000000001,OESX
516,2010-01-04,2020-10-20,3942 days,226,1,26.991150442477874,-1.6182300884955758,-5.6850000000000005,16.953770491803272,10.81,-8.588343558282208,-8.42,-365.71999999999997,INOD
77,2010-01-22,2020-11-06,3941 days,421,1,33.966745843230406,-0.8699762470308782,-2.12,6.8079020979020965,4.35,-4.819388489208632,-4.225,-366.26,ARW
271,2010-01-13,2020-11-16,3960 days,348,1,33.33333333333333,-1.05316091954023,-3.08,9.03568965517242,6.21,-6.123982683982686,-5.69,-366.5,CWST
567,2010-01-08,2020-11-30,3979 days,384,1,29.6875,-0.955651041666667,-1.71,3.526929824561402,2.6100000000000003,-2.8588847583643107,-2.59,-366.96999999999997,KO
933,2010-01-15,2020-11-30,3972 days,379,1,29.551451187335093,-0.9688126649076524,-1.83,4.4542857142857155,2.64,-3.243670411985018,-2.8,-367.18,SRE
1059,2010-01-05,2020-11-17,3969 days,409,1,34.71882640586797,-0.8985330073349636,-2.98,8.530070422535216,6.029999999999999,-5.912996254681648,-5.42,-367.49999999999994,VMW
68,2010-01-22,2020-12-01,3966 days,423,1,32.38770685579196,-0.8745390070921986,-2.49,6.645328467153285,5.4,-4.476713286713288,-4.115,-369.92999999999995,AOS
460,2010-01-14,2020-11-30,3973 days,351,1,30.76923076923077,-1.0551566951566953,-1.74,3.9181481481481475,3.185,-3.292614107883818,-2.85,-370.36,HE
764,2010-01-28,2020-10-06,3904 days,357,1,30.532212885154063,-1.0375630252100823,-3.81,10.96467889908257,5.78,-6.338299595141702,-5.74,-370.40999999999997,OPY
18,2010-01-12,2020-10-26,3940 days,386,1,31.34715025906736,-0.9637564766839379,-2.1550000000000002,5.976363636363636,4.22,-4.132641509433962,-3.74,-372.01,ADI
905,2010-01-04,2020-10-07,3929 days,365,1,28.493150684931507,-1.0248493150684947,-3.22,9.723365384615382,4.445,-5.369379844961243,-4.715,-374.0699999999999,SHOO
39,2010-01-05,2020-10-05,3926 days,397,1,33.249370277078086,-0.9525440806045337,-2.49,6.112045454545455,4.745,-4.471509433962263,-4.14,-378.15999999999997,AIT
861,2010-01-26,2020-11-23,3954 days,406,1,33.497536945812804,-0.9337931034482755,-2.38,6.980661764705884,5.99,-4.920333333333333,-4.365,-379.12,RMD
593,2010-01-19,2020-11-04,3942 days,411,1,29.927007299270077,-0.9261313868613148,-2.1,5.419674796747969,3.32,-3.648989547038326,-3.12,-380.64,LLY
237,2010-01-06,2020-11-19,3970 days,389,1,33.67609254498715,-0.9793059125964014,-3.53,11.050687022900762,6.39,-7.087558139534886,-6.335,-380.95,CREE
835,2010-01-05,2020-10-28,3949 days,398,1,31.155778894472363,-0.9593969849246237,-2.515,6.92508064516129,4.46,-4.527554744525548,-4.015000000000001,-381.84000000000003,QCOM
894,2010-01-04,2020-12-18,4001 days,407,1,34.15233415233415,-0.9392383292383303,-2.54,8.169640287769782,4.06,-5.70620300751879,-4.865,-382.27000000000004,SCSC
1014,2010-02-01,2020-12-30,3985 days,339,1,34.21828908554572,-1.1279056047197644,-3.02,7.484482758620693,4.949999999999999,-5.633153153153152,-4.995,-382.36,TXRH
126,2010-01-04,2020-10-27,3949 days,402,1,32.33830845771145,-0.9565422885572139,-2.13,5.24253846153846,3.5,-3.919338235294119,-3.61,-384.53000000000003,BK
798,2010-01-11,2020-10-27,3942 days,433,1,33.48729792147806,-0.8908545034642027,-2.44,6.135586206896551,4.69,-4.428472222222224,-3.9850000000000003,-385.74,PH
217,2010-01-05,2020-12-29,4011 days,376,1,28.45744680851064,-1.0280053191489362,-5.145,17.74654205607476,7.88,-8.559588014981273,-7.76,-386.53000000000014,CNX
334,2010-01-04,2020-11-05,3958 days,400,1,32.0,-0.966624999999999,-2.63,7.328359374999997,3.66,-4.870147058823528,-4.52,-386.65,EME
1020,2010-01-26,2020-11-10,3941 days,324,1,28.703703703703702,-1.1950308641975316,-6.84,22.276881720430108,13.2,-10.78482456140351,-10.705,-387.19,UEC
468,2010-01-05,2020-10-05,3926 days,365,1,29.863013698630137,-1.0637260273972597,-2.43,6.557981651376145,4.46,-4.308906250000001,-3.785,-388.26000000000005,HMN
587,2010-01-14,2020-11-25,3968 days,349,1,30.659025787965614,-1.1127220630372485,-1.76,4.000280373831775,3.16,-3.3874273858921153,-2.88,-388.34000000000003,LH
895,2010-01-11,2020-12-14,3990 days,360,1,30.555555555555557,-1.0811666666666646,-4.130000000000001,12.476909090909098,9.620000000000001,-7.046719999999999,-6.055,-389.22,SCVL
30,2010-01-05,2020-12-18,4000 days,379,1,30.343007915567284,-1.0312137203166236,-1.93,5.263913043478258,3.4,-3.7734090909090923,-2.915,-390.83000000000004,AFL
788,2010-01-21,2020-10-30,3935 days,372,1,28.49462365591398,-1.0506989247311822,-2.215,4.916415094339622,3.375,-3.454545454545455,-3.215,-390.86,PEG
590,2010-01-29,2020-11-30,3958 days,364,1,33.24175824175824,-1.07554945054945,-2.26,5.516776859504132,3.95,-4.376157024793389,-3.93,-391.5,LKFN
472,2010-01-11,2020-12-18,3994 days,378,1,29.629629629629626,-1.0415343915343913,-2.825,7.712678571428571,4.279999999999999,-4.727518796992481,-4.385,-393.70000000000005,HOMB
260,2010-01-04,2020-10-28,3950 days,381,1,31.23359580052493,-1.0344094488188982,-2.18,5.775966386554623,4.2,-4.143486590038317,-3.59,-394.11,CTSH
37,2010-01-21,2020-10-26,3931 days,371,1,34.23180592991914,-1.0703234501347714,-3.26,8.201417322834647,4.89,-5.896188524590164,-5.085,-397.09000000000003,AIN
497,2010-01-04,2020-10-06,3928 days,395,1,33.164556962025316,-1.019088607594939,-2.63,7.371832061068699,4.33,-5.202471482889735,-4.37,-402.54,IBOC
332,2010-01-21,2020-10-30,3935 days,373,1,35.120643431635386,-1.0795442359249328,-1.77,4.144656488549618,3.31,-3.923734439834022,-3.24,-402.6700000000001,EL
859,2010-01-05,2020-11-09,3961 days,395,1,33.92405063291139,-1.0198227848101267,-2.69,7.730522388059704,4.495,-5.512337164750958,-4.96,-402.83000000000004,RL
96,2010-01-07,2020-12-14,3994 days,422,1,31.990521327014214,-0.9546208530805693,-2.135,6.133999999999999,3.72,-4.28898954703833,-3.77,-402.85,AXP
470,2010-01-12,2020-12-11,3986 days,385,1,32.72727272727273,-1.0468311688311687,-3.02,7.931111111111115,5.555,-5.435465116279071,-4.9,-403.03,HOG
164,2010-01-04,2020-10-05,3927 days,377,1,32.891246684350136,-1.069442970822281,-2.13,5.271451612903227,3.0999999999999996,-4.1772332015810285,-3.7,-403.17999999999995,CCK
785,2010-01-04,2020-12-30,4013 days,379,1,28.232189973614773,-1.0648284960422176,-2.52,7.981869158878504,3.25,-4.640701107011069,-4.08,-403.57000000000005,PDCO
728,2010-01-04,2020-11-17,3970 days,349,1,32.664756446991404,-1.1655014326647564,-3.39,8.321666666666669,6.265000000000001,-5.767787234042555,-5.32,-406.76000000000005,NTCT
957,2010-01-22,2020-12-18,3983 days,365,1,29.041095890410958,-1.1167945205479453,-1.8,5.340094339622641,2.13,-3.7739534883720913,-2.61,-407.63,SYY
447,2010-01-11,2020-11-04,3950 days,387,1,28.42377260981912,-1.0533850129198952,-2.52,7.5211818181818195,5.125,-4.458447653429602,-3.8,-407.6600000000001,HAE
654,2010-01-06,2020-11-30,3981 days,352,1,30.681818181818183,-1.15875,-1.79,3.9037962962962944,3.39,-3.3995491803278677,-2.84,-407.88,MKL
364,2010-01-05,2020-11-03,3955 days,404,1,32.67326732673268,-1.01009900990099,-2.4000000000000004,5.803560606060608,3.83,-4.316727941176471,-4.21,-408.08000000000004,FAST
259,2010-01-04,2020-09-16,3908 days,392,1,35.204081632653065,-1.0475510204081642,-2.92,8.128913043478263,6.195,-6.0570355731225325,-5.25,-410.63999999999993,CTS
976,2010-01-06,2020-12-14,3995 days,377,1,29.708222811671085,-1.0898408488063651,-2.34,5.345089285714287,5.0600000000000005,-3.809509433962264,-3.56,-410.87,TGT
113,2010-01-22,2020-12-17,3982 days,416,1,33.41346153846153,-0.9911538461538462,-1.75,3.7292086330935246,3.15,-3.372028985507247,-2.99,-412.32000000000005,BDX
925,2010-01-06,2020-12-21,4002 days,359,1,32.03342618384401,-1.1491922005571036,-1.82,3.8676521739130436,2.42,-3.528148148148149,-3.21,-412.56,SON
312,2010-01-04,2020-11-17,3970 days,410,1,32.19512195121951,-1.008048780487805,-1.53,3.0534090909090903,2.605,-2.947111913357401,-2.54,-413.29999999999995,DUK
601,2010-01-22,2020-12-15,3980 days,386,1,34.196891191709845,-1.070751295336787,-2.43,8.449545454545452,4.505,-6.018307086614169,-4.505,-413.31,LORL
574,2010-01-22,2020-12-04,3969 days,358,1,30.726256983240223,-1.1562849162011168,-3.08,8.143181818181814,6.405,-5.281048387096779,-4.640000000000001,-413.95000000000005,KSU
842,2010-01-21,2020-12-03,3969 days,418,1,33.97129186602871,-0.9932775119617222,-2.55,6.316760563380283,4.725,-4.771527272727273,-4.33,-415.19000000000005,RBC
305,2010-01-07,2020-10-05,3924 days,410,1,33.65853658536586,-1.0174146341463424,-2.28,6.119057971014494,4.515000000000001,-4.6381250000000005,-4.08,-417.14,DOV
777,2010-01-07,2020-12-22,4002 days,377,1,28.381962864721483,-1.1067639257294426,-2.88,8.98140186915888,5.08,-5.142761194029849,-4.29,-417.2500000000001,PACW
579,2010-01-13,2020-12-28,4002 days,338,1,34.61538461538461,-1.2380177514792896,-1.85,3.9358974358974383,2.98,-3.977149321266968,-3.28,-418.45000000000005,LANC
946,2010-01-05,2020-12-02,3984 days,388,1,28.865979381443296,-1.0787113402061856,-2.455,6.938839285714287,4.095000000000001,-4.332210144927535,-3.53,-418.54,SWK
348,2010-01-21,2020-10-28,3933 days,346,1,32.369942196531795,-1.2099421965317925,-2.39,6.161160714285715,4.859999999999999,-4.778836206896549,-4.26,-418.64,ESE
634,2010-01-20,2020-11-09,3946 days,395,1,31.139240506329113,-1.0630379746835452,-2.15,5.264146341463411,4.32,-3.924227941176472,-3.34,-419.9,MCY
599,2010-01-07,2020-11-25,3975 days,296,1,22.635135135135133,-1.4187162162162146,-3.6399999999999997,13.221791044776115,5.03,-5.727192982456139,-5.0,-419.93999999999994,LNN
524,2010-01-22,2020-12-22,3987 days,376,1,30.851063829787233,-1.1184574468085113,-2.9050000000000002,7.710431034482761,4.87,-5.077027027027025,-4.51,-420.53999999999996,IPG
378,2010-01-06,2020-10-28,3948 days,369,1,34.68834688346883,-1.1412195121951227,-2.75,6.4753125,5.0649999999999995,-5.208124999999998,-4.960000000000001,-421.11,FELE
117,2010-01-13,2020-11-17,3961 days,407,1,27.764127764127768,-1.0362899262899261,-2.69,7.382477876106192,4.1,-4.272074829931973,-3.84,-421.77,BEN
396,2010-01-08,2020-10-08,3926 days,375,1,27.73333333333333,-1.1290666666666673,-3.14,9.794423076923078,4.915,-5.340814814814817,-4.5649999999999995,-423.40000000000003,FMBI
291,2010-01-05,2020-12-02,3984 days,354,1,33.05084745762712,-1.1996892655367248,-3.475,8.119658119658123,5.62,-5.80037974683544,-5.38,-424.68999999999994,DHI
25,2010-01-04,2020-12-29,4012 days,392,1,33.16326530612245,-1.0858673469387752,-3.285,9.46207692307692,6.9350000000000005,-6.3195801526717545,-5.875,-425.66,AEIS
856,2010-01-05,2020-12-14,3996 days,418,1,34.21052631578947,-1.0185167464114835,-2.54,6.8611888111888115,5.03,-5.115963636363637,-4.64,-425.74,RHI
874,2010-01-22,2020-12-17,3982 days,397,1,34.25692695214106,-1.0750377833753144,-1.61,3.3788970588235294,2.87,-3.408923076923075,-2.9850000000000003,-426.7900000000001,RSG
91,2010-01-11,2020-07-31,3854 days,394,1,35.27918781725889,-1.0835532994923853,-1.97,5.1428057553956865,4.11,-4.495157480314955,-3.825,-426.91999999999996,AVY
751,2010-03-10,2020-11-30,3918 days,386,1,29.792746113989637,-1.1074611398963727,-1.8250000000000002,4.581826086956521,2.31,-3.5217343173431725,-3.06,-427.48,OGE
218,2010-01-07,2020-10-21,3940 days,381,1,30.971128608923888,-1.122230971128609,-2.62,7.555762711864408,4.43,-5.015779467680613,-4.2,-427.57000000000005,COF
626,2010-02-03,2020-11-10,3933 days,364,1,30.494505494505496,-1.1776923076923083,-2.415,6.266396396396393,3.14,-4.443675889328062,-3.81,-428.68,MATW
58,2010-01-28,2020-10-09,3907 days,405,1,35.55555555555556,-1.0591358024691353,-2.03,4.275972222222225,3.3049999999999997,-4.0026436781609185,-3.66,-428.95,AMGN
75,2010-01-20,2020-12-08,3975 days,312,1,27.884615384615387,-1.3760256410256415,-6.4,22.359770114942535,11.67,-10.600982142857138,-9.15,-429.31999999999994,ARNA
741,2010-01-04,2020-12-14,3997 days,383,1,28.459530026109658,-1.1239947780678858,-2.65,7.5273394495412855,5.29,-4.633222222222223,-4.165,-430.49,NWS
277,2010-01-05,2020-12-21,4003 days,383,1,30.026109660574413,-1.127075718015667,-3.36,10.430521739130434,4.75,-6.0864925373134335,-5.41,-431.67,DAL
1028,2010-01-08,2020-09-21,3909 days,348,1,31.321839080459768,-1.2415517241379308,-2.605,6.5804587155963326,4.77,-4.80891213389121,-4.32,-432.06,UHS
675,2010-01-13,2020-11-04,3948 days,368,1,30.978260869565215,-1.1743478260869575,-1.72,3.3443859649122816,2.2350000000000003,-3.2024409448818902,-2.9000000000000004,-432.15999999999997,MRK
775,2010-01-20,2020-11-09,3946 days,369,1,32.79132791327913,-1.1752845528455305,-3.52,10.162892561983467,6.3,-6.73437246963563,-5.72,-433.68,OXM
416,2010-01-13,2020-12-22,3996 days,405,1,30.12345679012346,-1.0710864197530867,-2.24,5.046065573770493,3.415,-3.70816254416961,-3.18,-433.78999999999996,GD
361,2010-01-04,2020-11-05,3958 days,345,1,32.17391304347826,-1.257797101449275,-2.58,5.996216216216215,4.57,-4.698803418803417,-4.0649999999999995,-433.94000000000005,EXPO
379,2010-01-04,2020-10-05,3927 days,324,1,27.469135802469136,-1.3554012345679005,-2.87,7.424606741573035,4.95,-4.720772532188841,-4.05,-439.1500000000001,FFIC
546,2010-01-22,2020-11-16,3951 days,393,1,29.262086513994912,-1.119516539440204,-3.12,8.180260869565217,6.48,-4.966546762589926,-4.5600000000000005,-439.9700000000001,JNPR
648,2010-01-11,2020-11-09,3955 days,366,1,33.33333333333333,-1.2059289617486346,-3.24,10.754999999999999,6.66,-7.215967078189297,-6.11,-441.37,MGM
644,2010-01-06,2020-12-14,3995 days,368,1,29.6195652173913,-1.202228260869565,-2.93,7.986605504587154,3.75,-5.069343629343628,-4.32,-442.42,MET
380,2010-02-03,2020-10-05,3897 days,386,1,30.05181347150259,-1.1467357512953364,-2.43,6.139310344827588,4.145,-4.277037037037038,-4.04,-442.63999999999993,FFIN
690,2010-01-08,2020-10-05,3923 days,355,1,30.140845070422532,-1.2492112676056335,-3.81,12.723177570093455,9.21,-7.277620967741933,-6.37,-443.4699999999999,MTZ
228,2010-01-22,2020-10-05,3909 days,343,1,28.57142857142857,-1.2942274052478133,-4.19,11.97969387755102,7.02,-6.658148148148151,-6.1,-443.91999999999996,COWN
919,2010-01-07,2020-10-28,3947 days,401,1,33.915211970074814,-1.1140149625935167,-2.58,7.856102941176471,5.005,-5.71754716981132,-5.29,-446.72,SMTC
481,2010-01-08,2020-12-21,4000 days,408,1,31.862745098039213,-1.095392156862745,-2.065,4.794846153846152,3.74,-3.8637184115523464,-3.42,-446.91999999999996,HSIC
76,2010-01-06,2020-12-22,4003 days,289,1,26.989619377162633,-1.5544290657439441,-2.59,5.4034615384615385,3.0549999999999997,-4.12654028436019,-3.71,-449.22999999999996,AROW
24,2010-01-21,2020-11-17,3953 days,410,1,30.24390243902439,-1.0987073170731705,-1.92,3.954112903225808,2.955,-3.3009824561403507,-3.01,-450.46999999999997,AEE
743,2010-01-04,2020-11-17,3970 days,388,1,36.08247422680412,-1.1626546391752577,-2.92,7.528285714285716,4.85,-6.118170731707321,-5.255,-451.11,NYT
1015,2010-01-08,2020-11-02,3951 days,385,1,31.948051948051948,-1.181922077922077,-2.77,8.333577235772358,5.42,-5.6707662835249035,-4.33,-455.03999999999996,TXT
85,2010-01-29,2020-10-08,3905 days,337,1,30.86053412462908,-1.350296735905044,-1.97,3.417500000000001,2.245,-3.4784120171673796,-3.13,-455.04999999999995,ATR
586,2010-01-21,2020-11-24,3960 days,364,1,32.417582417582416,-1.2558516483516473,-3.91,10.416016949152535,6.07,-6.85455284552846,-6.25,-457.13,LGND
11,2010-01-08,2020-11-24,3973 days,418,1,33.73205741626794,-1.0949760765550234,-1.46,3.2830496453900704,2.59,-3.3235018050541525,-2.9,-457.7,ABT
155,2010-02-02,2020-12-21,3975 days,375,1,27.73333333333333,-1.2346933333333328,-4.83,15.86144230769231,9.715,-7.824444444444439,-7.18,-463.0100000000001,CAMP
778,2010-01-07,2020-11-30,3980 days,408,1,31.372549019607842,-1.136029411764707,-3.34,9.081953124999997,5.52,-5.807107142857142,-5.4399999999999995,-463.5,PAG
290,2010-01-25,2020-12-11,3973 days,377,1,28.381962864721483,-1.2296286472148537,-2.04,4.742429906542057,3.85,-3.596333333333335,-3.065,-463.57,DGX
699,2010-01-22,2020-11-23,3958 days,422,1,28.199052132701425,-1.102298578199052,-2.875,7.800336134453779,5.48,-4.59871287128713,-3.98,-465.17,NATI
387,2010-01-07,2020-10-28,3947 days,375,1,34.4,-1.2506666666666666,-2.18,6.176356589147287,3.06,-5.166326530612246,-4.31,-469.0,FITB
569,2010-01-08,2020-11-03,3952 days,334,1,29.94011976047904,-1.4046407185628753,-5.325,17.081200000000003,7.555,-9.38478448275862,-8.485,-469.1500000000001,KOPN
180,2010-03-02,2020-12-18,3944 days,271,1,32.10332103321033,-1.735535055350555,-5.75,16.589080459770116,12.69,-10.456721311475409,-9.36,-470.33000000000004,CGA
335,2010-01-06,2020-09-17,3907 days,301,1,30.89700996677741,-1.5675747508305669,-4.74,14.26784946236559,8.81,-8.817401960784311,-7.26,-471.84,EMKR
181,2010-01-05,2020-11-04,3956 days,331,1,28.09667673716012,-1.425740181268882,-2.62,5.51548387096774,3.63,-4.155527426160337,-3.84,-471.91999999999996,CHCO
66,2010-01-07,2020-12-21,4001 days,406,1,32.51231527093596,-1.1624630541871928,-3.915,12.979166666666668,7.38,-8.004432234432235,-7.04,-471.9599999999999,ANF
1108,2010-01-15,2020-12-29,4001 days,390,1,34.1025641025641,-1.2102307692307694,-2.34,5.581127819548873,4.5,-4.724824902723735,-4.14,-471.99,XLNX
533,2010-01-11,2020-12-03,3979 days,439,1,30.52391799544419,-1.0774943052391803,-1.98,4.959925373134327,3.675,-3.742269736842104,-3.41,-473.02,ITW
132,2010-01-04,2020-12-02,3985 days,404,1,31.18811881188119,-1.1747029702970297,-1.96,4.233492063492064,2.985,-3.6258992805755383,-3.125,-474.58000000000004,BLL
208,2010-01-05,2020-12-24,4006 days,412,1,32.76699029126214,-1.1544660194174756,-2.215,5.934962962962963,4.05,-4.6096028880866395,-4.13,-475.64,CMI
742,2010-01-06,2020-12-18,3999 days,361,1,31.301939058171747,-1.3185041551246544,-2.91,6.919115044247791,4.39,-5.092469635627528,-4.46,-475.98,NWSA
547,2010-01-22,2020-10-27,3931 days,402,1,32.58706467661692,-1.184925373134328,-2.69,7.163969465648857,4.52,-5.240074074074075,-4.385,-476.3399999999999,JOE
505,2010-01-13,2020-11-09,3953 days,376,1,31.382978723404253,-1.2719680851063837,-2.065,4.5857627118644055,3.2350000000000003,-3.9510852713178304,-3.4050000000000002,-478.26000000000005,IFF
1095,2010-01-08,2020-12-22,4001 days,355,1,30.704225352112672,-1.3511830985915503,-3.03,7.24091743119266,3.53,-5.17930612244898,-4.74,-479.6700000000001,WSBC
360,2010-02-04,2020-12-17,3969 days,384,1,31.25,-1.2498697916666666,-2.4,4.6884999999999994,3.355,-3.964144486692014,-3.7,-479.95000000000005,EXPD
138,2010-01-26,2020-11-09,3940 days,409,1,33.98533007334964,-1.1738141809290947,-2.2,5.20187050359712,3.84,-4.4561111111111105,-4.01,-480.09,BRC
572,2010-01-21,2020-11-04,3940 days,341,1,25.513196480938415,-1.4109384164222871,-2.81,6.527471264367818,2.12,-4.179362549800798,-3.86,-481.13,KRNY
914,2010-01-15,2020-10-26,3937 days,367,1,31.33514986376022,-1.31425068119891,-3.46,8.218782608695648,6.96,-5.687211155378487,-5.21,-482.33,SLAB
926,2010-01-12,2020-12-18,3993 days,368,1,30.706521739130434,-1.3118206521739129,-5.52,15.842920353982297,9.82,-8.98418972332016,-8.16,-482.7500000000001,SPPI
811,2010-01-07,2020-10-05,3924 days,389,1,30.848329048843187,-1.2431105398457598,-1.93,4.861083333333331,2.48,-3.966171003717474,-3.21,-483.57,PNC
206,2010-01-08,2020-11-09,3958 days,388,1,31.443298969072163,-1.247809278350515,-1.95,3.9317213114754113,2.9450000000000003,-3.6370566037735874,-3.13,-484.15,CME
298,2010-01-06,2020-12-18,3999 days,513,1,30.409356725146196,-0.943996101364522,-2.82,7.785256410256407,4.5649999999999995,-4.758459383753499,-4.47,-484.27,DISCK
486,2010-01-07,2020-12-28,4008 days,374,1,29.67914438502674,-1.2974866310160427,-2.8,6.774684684684678,4.21,-4.704372623574145,-4.1,-485.26,HUM
73,2010-01-13,2020-10-29,3942 days,370,1,32.7027027027027,-1.3207567567567575,-3.455,9.544545454545455,7.05,-6.600682730923695,-5.91,-488.67999999999995,APOG
163,2010-01-11,2020-12-18,3994 days,304,1,27.302631578947366,-1.607927631578948,-3.955,10.085421686746985,6.98,-5.999547511312216,-5.61,-488.80999999999995,CCBG
877,2010-01-21,2020-11-30,3966 days,327,1,31.19266055045872,-1.4966055045871551,-1.9,2.895882352941177,2.3099999999999996,-3.503437499999998,-3.325,-489.39,SAFT
183,2010-01-04,2020-12-31,4014 days,390,1,34.1025641025641,-1.263794871794872,-2.1900000000000004,5.790977443609023,3.83,-4.914708171206226,-3.98,-492.88,CHDN
969,2010-01-05,2020-12-14,3996 days,405,1,32.839506172839506,-1.2188641975308634,-3.96,12.828646616541354,6.85,-8.087683823529407,-6.345,-493.64,TEN
156,2010-01-21,2020-11-02,3938 days,429,1,31.934731934731936,-1.1516317016317024,-4.43,14.871532846715334,10.38,-8.69914089347079,-7.67,-494.05000000000007,CAR
577,2010-01-04,2020-12-02,3985 days,374,1,29.411764705882355,-1.327566844919787,-2.83,8.239454545454548,5.6850000000000005,-5.313825757575756,-4.535,-496.51000000000005,KWR
672,2010-01-12,2020-10-28,3942 days,398,1,30.65326633165829,-1.2482914572864314,-3.13,8.908934426229509,5.449999999999999,-5.738079710144927,-4.885,-496.82,MPWR
858,2010-01-05,2020-10-28,3949 days,437,1,33.18077803203661,-1.146521739130434,-2.42,5.819724137931032,4.1,-4.6216151202749165,-4.17,-501.0299999999999,RJF
674,2010-01-04,2020-11-24,3977 days,365,1,29.589041095890412,-1.3769589041095889,-4.14,10.828240740740739,7.255,-6.505992217898834,-6.02,-502.59000000000003,MRCY
907,2010-01-21,2020-10-19,3924 days,404,1,30.94059405940594,-1.2499257425742576,-2.075,4.50184,3.28,-3.8268817204301078,-3.34,-504.97,SIGI
431,2010-01-04,2020-12-18,4001 days,425,1,30.117647058823525,-1.1887529411764706,-2.1,4.845546875000001,3.525,-3.802195945945943,-3.605,-505.22,GOOG
55,2010-01-22,2020-12-02,3967 days,432,1,29.166666666666668,-1.1698148148148153,-2.14,4.876984126984124,3.49,-3.659673202614379,-3.4450000000000003,-505.36,AME
697,2010-01-06,2020-09-03,3893 days,339,1,31.268436578171094,-1.497728613569322,-4.14,13.762641509433958,7.365,-8.44021459227467,-6.36,-507.7299999999999,MYGN
177,2010-01-06,2020-12-22,4003 days,377,1,27.851458885941643,-1.3482228116710886,-4.16,12.002380952380948,7.05,-6.501948529411767,-5.745,-508.2800000000001,CF
